attraction_id,attraction_name,nearest_station_id,nearest_station_name,distance_to_station_m,pressure_score,lat,lon,category,type,popularity_score,rating,review_count,source_name,original_name,nearest_metro_line,source_url,google_place_id,google_maps_uri,google_website_uri,google_types,include_in_model,exclude_reason,mapping_confidence,visitor_count_score,official_recognition_score,attraction_scale_score,metro_access_score,opening_availability_score,mapping_confidence_score,penalty_score,attraction_score,scoring_note,data_quality_note,osm_type,osm_id,tourism,historic,leisure,amenity,wikidata,wikipedia,google_match_distance_m
P0318,Ichiyo Memorial Museum,H20,Minowa,440.7,0.548667,35.7255542,139.7928116,tourism=museum,tourism=museum,10.353,4.0,414.0,OSM,Ichiyo Memorial Museum,Hibiya,https://www.taitogeibun.net/ichiyo/,ChIJ75oaN42OGGAR2l6KUhqZ7q4,https://maps.google.com/?cid=12605180745389596378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.taitogeibun.net/ichiyo/,museum|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.353,"score=60.4/110; visitor=0, google=10.4, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4270881089.0,museum,NA,NA,NA,Q11353179,NA,2.5
P0319,Kikuchi Kanjitsu Memorial Tomo Museum,H06,ToranomonHills,316.2,0.548629,35.666041,139.744605,tourism=museum,tourism=museum,10.349,4.3,413.0,OSM,Kikuchi Kanjitsu Memorial Tomo Museum,Hibiya,http://www.musee-tomo.or.jp/,ChIJ3RlOVJCLGGARB3R2XWU5FtE,https://maps.google.com/?cid=15066292710937097223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.musee-tomo.or.jp/,tourist_attraction|art_museum|museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.349,"score=60.3/110; visitor=0, google=10.3, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420797074.0,museum,NA,NA,NA,Q19340630,en:Musée Tomo,5.4
P0320,Otani Art Museum,N15,Nishigahara,448.0,0.548402,35.7431053,139.7457809,tourism=museum,tourism=museum,10.324,4.2,407.0,OSM,Otani Art Museum,Namboku,https://www.otanimuseum.or.jp/kyufurukawatei/,ChIJ2Y72Po6NGGARFuKRcvGNpUQ,https://maps.google.com/?cid=4946515833885155862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.otanimuseum.or.jp/kyufurukawatei/,art_museum|tourist_attraction|historical_landmark|museum|historical_place|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.324,"score=60.3/110; visitor=0, google=10.3, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420774587.0,museum,NA,NA,NA,NA,NA,11.0
P0321,万世橋駅 跡地,M19,Awajicho,350.8,0.548014,35.6975133,139.7695765,tourism=attraction,tourism=attraction,10.282,4.2,397.0,OSM,万世橋駅 跡地,Marunouchi,http://www.ejrcf.or.jp/mansei/,ChIJF-kS1ByMGGARfX9TAILqL3w,https://maps.google.com/?cid=8948628828680585085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.ejrcf.or.jp/mansei/,historical_landmark|tourist_attraction|historical_place|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.282,"score=60.3/110; visitor=0, google=10.3, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,8995417645.0,attraction,NA,NA,NA,NA,NA,66.1
P0322,SkyTree sunset viewpoint,Z14,Oshiage,861.0,0.547588,35.7064799,139.8229511,tourism=viewpoint,tourism=viewpoint,12.235,4.4,1240.0,OSM,SkyTree sunset viewpoint,Hanzomon,https://www.tokyo-skytree.jp/,ChIJAeuPnfuPGGARO2sUV54UZh0,https://maps.google.com/?cid=2118403345022741307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.tokyo-skytree.jp/,observation_deck|point_of_interest|establishment,True,NA,medium,0,15,20,8,2,3,0,60.235,"score=60.2/110; visitor=0, google=12.2, official=15, scale=20, metro=8, opening=2, mapping=3, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,6899768285.0,viewpoint,NA,NA,NA,NA,NA,1182.5
P0323,Hayashi Fumiko Memorial Hall,T02,Ochiai,599.5,0.547333,35.7158469,139.684266,tourism=museum,tourism=museum,10.207,4.3,380.0,OSM,Hayashi Fumiko Memorial Hall,Tozai,https://www.regasu-shinjuku.or.jp/rekihaku/fumiko/12/,ChIJD9pLurHyGGARgOFmDYZdzyc,https://maps.google.com/?cid=2868614317990142336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.regasu-shinjuku.or.jp/rekihaku/fumiko/12/,museum|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.207,"score=60.2/110; visitor=0, google=10.2, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,2179766912.0,museum,NA,NA,NA,Q11533289,NA,2.3
P0324,Himalayan Cedar Tree,C14,Nezu,488.1,0.454545,35.7214795,139.7674963,tourism=viewpoint,tourism=viewpoint,0.0,4.7,362.0,OSM,Himalayan Cedar Tree,Chiyoda,http://www.nationalarboretum.act.gov.au/,ChIJXUapIeSyF2sRCToVBKUqQtE,https://maps.google.com/?cid=15078661390616312329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.nationalarboretum.act.gov.au/,scenic_spot|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,50.0,"score=50.0/110; visitor=0, google=0.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 7954460m from original POI coordinate; popularity score set to 0 due to location mismatch.,node,7205534885.0,viewpoint,NA,NA,NA,NA,NA,7954460.3
P0325,Your Name (Kimi no na wa.) Stairs,M11,YotsuyaSanchome,475.1,0.546577,35.6850727,139.7233388,tourism=attraction,tourism=attraction,10.123,4.7,362.0,OSM,Your Name (Kimi no na wa.) Stairs,Marunouchi,https://sugajinjya.or.jp/,ChIJ_ePEJtiNGGARnBA6xXBDCwY,https://maps.google.com/?cid=435515940595699868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://sugajinjya.or.jp/,historical_landmark|historical_place|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.123,"score=60.1/110; visitor=0, google=10.1, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,12118392722.0,attraction,NA,NA,NA,NA,NA,8.9
P0326,Joyful Minowa Shopping Arcade Entrance,H20,Minowa,317.7,0.546447,35.7320702,139.7919512,tourism=attraction,tourism=attraction,10.109,3.8,359.0,OSM,Joyful Minowa Shopping Arcade Entrance,Hibiya,http://www.joyfulminowa.com/,ChIJD7AXKGCOGGAR-01COBVxloE,https://maps.google.com/?cid=9337775213351423483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.joyfulminowa.com/,shopping_mall|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.109,"score=60.1/110; visitor=0, google=10.1, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1223051434.0,attraction,NA,NA,NA,NA,NA,1.4
P0327,World Bags & Luggage Museum,G19,Asakusa,372.5,0.546273,35.708056,139.795315,tourism=museum,tourism=museum,10.09,4.3,355.0,OSM,World Bags & Luggage Museum,Ginza,https://www.ace.jp/museum/,ChIJk0fAt8eOGGARMERrydRa9CM,https://maps.google.com/?cid=2590795555603694640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.ace.jp/museum/index.html,tourist_attraction|museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.09,"score=60.1/110; visitor=0, google=10.1, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420765070.0,museum,NA,NA,NA,Q104698116,NA,2.7
P0328,Morikazu Kumagai Art Museum,F07,Senkawa,510.5,0.545509,35.733742,139.69087,tourism=museum,tourism=museum,10.006,4.2,338.0,OSM,Morikazu Kumagai Art Museum,Fukutoshin,https://kumagai-morikazu.jp/,ChIJMcM9qlTtGGAR70tvnoVe06E,https://maps.google.com/?cid=11660767788174101487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kumagai-morikazu.jp/,art_museum|museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,60.006,"score=60.0/110; visitor=0, google=10.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420789338.0,museum,NA,NA,NA,NA,NA,4.2
P0329,Kagurazaka District,T05,Kagurazaka,70.5,0.545455,35.7039,139.7353,historic_food_shopping_district,sublocality_level_2|sublocality|political,0.0,NA,NA,curated_representative,神楽坂,Tozai,https://www.gotokyo.org/en/destinations/central-tokyo/kagurazaka/index.html,ChIJIaZLQ1qMGGARYTD1p6NjCuI,https://maps.google.com/?cid=16287940556887502945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,NA,sublocality_level_2|sublocality|political,True,NA,high,0,20,16,15,4,5,0,60.0,"score=60.0/110; visitor=0, google=0.0, official=20, scale=16, metro=15, opening=4, mapping=5, penalty=0",Manual district centroid used because OSM candidates are mostly small POIs; nearest station set to likely visitor access station. No reliable annual visitor count found; included as representative tourism proxy. Opening hours are coarse modeling assumptions for a district or commercial area.,NA,NA,NA,NA,NA,NA,NA,NA,526.3
P0330,映画「天気の子」ロケ地,C16,NishiNippori,601.2,0.545041,35.7363781,139.76244,tourism=attraction,tourism=attraction,9.955,4.5,328.0,OSM,映画「天気の子」ロケ地,Chiyoda,http://chupki.jpn.org/,ChIJubzQZeiNGGAR48gnuPxprg0,https://maps.google.com/?cid=985841902583007459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://chupki.jpn.org/,movie_theater|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.955,"score=60.0/110; visitor=0, google=10.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,6652840867.0,attraction,NA,NA,NA,NA,NA,538.0
P0331,Shiodome Sio-Site,G08,Shimbashi,355.3,0.544946,35.6646201,139.7604893,tourism=attraction,tourism=attraction,9.944,3.9,326.0,OSM,汐留SIO-SITE,Ginza,http://www.sio-site.or.jp/,ChIJ51z4tcKLGGARFw5YkpY4Sj8,https://maps.google.com/?cid=4560519792017542679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.sio-site.or.jp/,point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.944,"score=59.9/110; visitor=0, google=9.9, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,5439020592.0,attraction,NA,NA,NA,Q1185910,ja:汐留,146.0
P0332,Meiji Jingū Forest,F14,KitaSando,804.3,0.544934,35.6754882,139.6973748,tourism=attraction,tourism=attraction,11.943,4.5,1046.0,OSM,Meiji Jingū Forest,Fukutoshin,http://www.meijijingu.or.jp/,ChIJ5SZMmreMGGARqBUU4sVwUIM,https://maps.google.com/?cid=9462186812309247400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.meijijingu.or.jp/,garden|tourist_attraction|point_of_interest|establishment,True,NA,medium,0,15,20,8,2,3,0,59.943,"score=59.9/110; visitor=0, google=11.9, official=15, scale=20, metro=8, opening=2, mapping=3, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4784287722.0,attraction,NA,NA,NA,NA,NA,328.3
P0333,Meiji Memorial Picture Gallery,Z03,AoyamaItchome,872.3,0.544784,35.6787743,139.7175979,tourism=museum,tourism=museum,11.926,4.2,1036.0,OSM,Meiji Memorial Picture Gallery,Hanzomon,http://www.meijijingugaien.jp/art-culture/seitoku-gallery/,ChIJzcr8rpaMGGARrj2DaL4S0Hk,https://maps.google.com/?cid=8777536282751614382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.meijijingugaien.jp/art-culture/seitoku-gallery/,art_museum|tourist_attraction|museum|point_of_interest|establishment,True,NA,medium,0,15,20,8,2,3,0,59.926,"score=59.9/110; visitor=0, google=11.9, official=15, scale=20, metro=8, opening=2, mapping=3, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,94104811.0,museum,NA,NA,NA,Q5153794,ja:聖徳記念絵画館,6.7
P0334,Ebara Hatakeyama Museum of Art,N02,Shirokanedai,622.4,0.543961,35.632242,139.726938,tourism=museum,tourism=museum,9.836,4.2,306.0,OSM,Ebara Hatakeyama Museum of Art,Namboku,https://www.hatakeyama-museum.org/,ChIJZQpgdf6KGGARXCH1FGs07t0,https://maps.google.com/?cid=15991776961356964188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hatakeyama-museum.org/,art_museum|tourist_attraction|museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.836,"score=59.8/110; visitor=0, google=9.8, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420790339.0,museum,NA,NA,NA,Q3330210,en:Hatakeyama Memorial Museum of Fine Art,27.7
P0335,Futaba Ranch,G16,Ueno,470.0,0.454545,35.7142017,139.7713118,tourism=attraction,tourism=attraction,0.0,4.1,306.0,OSM,Futaba Ranch,Ginza,https://www.instagram.com/futaba_cyuuka?igsh=bGgyYXNlamtwbGtx,ChIJM9CRhc70GGARkRdleTinoXw,https://maps.google.com/?cid=8980642992950155153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.instagram.com/futaba_cyuuka?igsh=bGgyYXNlamtwbGtx,chinese_restaurant|restaurant|food|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,50.0,"score=50.0/110; visitor=0, google=0.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 12255m from original POI coordinate; popularity score set to 0 due to location mismatch.,way,509544641.0,attraction,NA,NA,NA,NA,NA,12255.0
P0336,Theatre Museum,T04,Waseda,534.7,0.543601,35.7099831,139.7195469,tourism=museum,tourism=museum,9.796,4.4,299.0,OSM,Theatre Museum,Tozai,https://enpaku.w.waseda.jp/,ChIJ-UnLoBuNGGARiaRkr6zXCmU,https://maps.google.com/?cid=7280868884274783369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://enpaku.w.waseda.jp/,museum|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.796,"score=59.8/110; visitor=0, google=9.8, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420781297.0,museum,NA,NA,NA,Q3951945,NA,2.8
P0337,Waseda University Tsubouchi Memorial Theatre Museum,T04,Waseda,531.8,0.543601,35.709951,139.7195406,tourism=museum,tourism=museum,9.796,4.4,299.0,OSM,Waseda University Tsubouchi Memorial Theatre Museum,Tozai,http://www.waseda.jp/enpaku/,ChIJ-UnLoBuNGGARiaRkr6zXCmU,https://maps.google.com/?cid=7280868884274783369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://enpaku.w.waseda.jp/,museum|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.796,"score=59.8/110; visitor=0, google=9.8, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,94117009.0,museum,NA,NA,NA,Q3951945,ja:早稲田大学坪内博士記念演劇博物館,1.3
P0338,Sumida River Walk,Z10,Suitengumae,872.1,0.445455,35.6876584,139.7929387,tourism=viewpoint,tourism=viewpoint,0.0,4.5,520.0,OSM,Sumida River Walk,Hanzomon,https://www.gotokyo.org/jp/spot/1795/index.html,ChIJhdlgYmmPGGARQLJt3cGn6pk,https://maps.google.com/?cid=11090861483438748224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.gotokyo.org/jp/spot/1795/index.html,bridge|transportation_service|point_of_interest|establishment,True,NA,medium,0,20,16,8,2,3,0,49.0,"score=49.0/110; visitor=0, google=0.0, official=20, scale=16, metro=8, opening=2, mapping=3, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 2808m from original POI coordinate; popularity score set to 0 due to location mismatch.,node,6127218490.0,viewpoint,NA,NA,NA,NA,NA,2807.7
P0339,もみじの新緑・紅葉,N02,Shirokanedai,566.4,0.454545,35.6382503,139.71962,tourism=viewpoint,tourism=viewpoint,0.0,4.3,290.0,OSM,もみじの新緑・紅葉,Namboku,https://www.kissport.or.jp/spot/tanbou/2111/,ChIJwaj1yL2LGGARnm1x4JwnHe8,https://maps.google.com/?cid=17229971304123297182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kissport.or.jp/spot/tanbou/2111/,park|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,50.0,"score=50.0/110; visitor=0, google=0.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 3238m from original POI coordinate; popularity score set to 0 due to location mismatch.,node,7972637473.0,viewpoint,NA,NA,NA,NA,NA,3238.2
P0340,Ichigaya Letterpress Factory,N09,Ichigaya,546.5,0.542909,35.6960925,139.7317292,tourism=museum,tourism=museum,9.72,4.7,286.0,OSM,Ichigaya Letterpress Factory,Namboku,https://ichigaya-letterpress.jp/,ChIJa7QeDLGNGGARXmZGhev7Rzo,https://maps.google.com/?cid=4199602166518146654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://ichigaya-letterpress.jp/,museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.72,"score=59.7/110; visitor=0, google=9.7, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,1189531504.0,museum,NA,NA,NA,NA,NA,9.1
P0341,Zoshigaya Missionary Museum,F10,Zoshigaya,533.5,0.542355,35.7207259,139.7205887,tourism=museum,tourism=museum,9.659,4.1,276.0,OSM,雑司が谷旧宣教師館,Fukutoshin,https://www.city.toshima.lg.jp/129/bunka/bunka/shiryokan/kyusenkyoshikan/004412.html,ChIJzZpCixKNGGARXPuf0pZV_sg,https://maps.google.com/?cid=14483107557937249116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.city.toshima.lg.jp/129/bunka/bunka/shiryokan/kyusenkyoshikan/004412.html,tourist_attraction|museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.659,"score=59.7/110; visitor=0, google=9.7, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,266064299.0,museum,NA,NA,NA,Q3915272,ja:雑司が谷旧宣教師館,0.5
P0342,Shin-Okuyama,G19,Asakusa,473.2,0.418182,35.7145591,139.7954472,leisure=garden,leisure=garden,0.0,4.5,2838.0,OSM,新奥山,Ginza,https://www.u-tokyo.ac.jp/ja/index.html,ChIJo24g-i-MGGARlboTg0kH5DA,https://maps.google.com/?cid=3522948820823685781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.u-tokyo.ac.jp/ja/index.html,university|educational_institution|point_of_interest|establishment,True,NA,high,0,15,12,12,2,5,0,46.0,"score=46.0/110; visitor=0, google=0.0, official=15, scale=12, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 3080m from original POI coordinate; popularity score set to 0 due to location mismatch.,way,1132095648.0,NA,NA,garden,NA,NA,NA,3080.1
P0343,Barrels of Sake Wrapped in Straw,C03,MeijiJingumae,539.5,0.542185,35.6736842,139.7019092,tourism=attraction,tourism=attraction,9.64,4.6,273.0,OSM,Barrels of Sake Wrapped in Straw,Chiyoda,http://www.meijijingu.or.jp/,ChIJg54kYcGNGGARBAR_zttpZuw,https://maps.google.com/?cid=17034419033358664708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.meijijingu.or.jp/,shinto_shrine|place_of_worship|association_or_organization|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.64,"score=59.6/110; visitor=0, google=9.6, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,6199655893.0,attraction,NA,NA,NA,NA,NA,7.8
P0344,Yokoyama Taikan Memorial Hall,C13,Yushima,610.0,0.542128,35.7121031,139.7682269,tourism=museum,tourism=museum,9.634,4.0,272.0,OSM,Yokoyama Taikan Memorial Hall,Chiyoda,http://taikan.tokyo/info.html,ChIJgfWifSaMGGAR98CImJ8h54A,https://maps.google.com/?cid=9288429725817553143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://taikan.tokyo/info.html,museum|scenic_spot|historical_landmark|historical_place|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.634,"score=59.6/110; visitor=0, google=9.6, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,511585927.0,museum,NA,NA,NA,Q30925115,NA,23.6
P0345,Wiid Flower Garden,C17,Machiya,533.9,0.418182,35.7397598,139.785234,leisure=garden,leisure=garden,0.0,4.7,2741.0,OSM,Wiid Flower Garden,Chiyoda,https://www.wildflower.org/,ChIJx-dV4FqET4YRIeaczoVvOgc,https://maps.google.com/?cid=520851327402436129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.wildflower.org/,botanical_garden|research_institute|nature_preserve|tourist_attraction|garden|gift_shop|park|general_contractor|store|service|point_of_interest|establishment,True,NA,high,0,15,12,12,2,5,0,46.0,"score=46.0/110; visitor=0, google=0.0, official=15, scale=12, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 10528325m from original POI coordinate; popularity score set to 0 due to location mismatch.,way,507767061.0,NA,NA,garden,NA,NA,NA,10528325.0
P0346,Inoue Enryo Memorial Museum,N13,HonKomagome,369.6,0.541781,35.7236434,139.7498152,tourism=museum,tourism=museum,9.596,3.8,266.0,OSM,Inoue Enryo Memorial Museum,Namboku,https://www.toyo.ac.jp/about/founder/iecp/museum/,ChIJf5UzBreNGGARSzFv_tgk1TY,https://maps.google.com/?cid=3951104762487714123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.toyo.ac.jp/about/founder/iecp/museum/,museum|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.596,"score=59.6/110; visitor=0, google=9.6, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,11993719386.0,museum,NA,NA,NA,Q11527629,ja:東洋大学井上円了記念博物館,1.5
P0347,たいとうアートギャラリー,G17,Inaricho,249.6,0.541285,35.7126533,139.7799259,tourism=gallery,tourism=gallery,10.541,3.8,462.0,OSM,たいとうアートギャラリー,Ginza,http://www.tgs.jp.net/,ChIJbSg3G7COGGARc_1E9gP_mUM,https://maps.google.com/?cid=4871204864459603315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.tgs.jp.net/,art_gallery|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,12,15,2,5,0,59.541,"score=59.5/110; visitor=0, google=10.5, official=15, scale=12, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4947850854.0,gallery,NA,NA,NA,NA,NA,1281.1
P0348,Japanese Datum of Lebeling,M14,KokkaiGijidomae,332.9,0.540754,35.6772124,139.7478515,tourism=attraction,tourism=attraction,9.483,4.2,249.0,OSM,Japanese Datum of Lebeling,Marunouchi,http://www.gsi.go.jp/sokuchikijun/suijun-top.html,ChIJN_ucJIqLGGARpSbER4BCoPQ,https://maps.google.com/?cid=17627162060255405733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.gsi.go.jp/sokuchikijun/suijun-top.html,cultural_landmark|historical_landmark|tourist_attraction|historical_place|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,59.483,"score=59.5/110; visitor=0, google=9.5, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,5439434433.0,attraction,NA,NA,NA,NA,NA,1.8
P0349,Le Forum – Hermès,H09,Ginza,55.6,0.540596,35.6719565,139.7633922,tourism=gallery,tourism=gallery,10.466,4.5,442.0,OSM,Le Forum – Hermès,Hibiya,https://www.hermes.com/jp/ja/story/maison-ginza/,ChIJf6h47uWLGGARqjrFBsa_t90,https://maps.google.com/?cid=15976449060358142634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hermes.com/jp/ja/story/maison-ginza/,art_gallery|museum|point_of_interest|establishment,True,NA,high,0,15,12,15,2,5,0,59.466,"score=59.5/110; visitor=0, google=10.5, official=15, scale=12, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,13098468843.0,gallery,NA,NA,NA,NA,NA,2.7
